,question,qtype,qtype_coarse,qtype_fine
1472,"Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?
",HUM:ind,HUM,ind
1473,"What is the meaning of the name Ella ?
",DESC:def,DESC,def
1474,"What 's the home of the Rockettes ?
",LOC:other,LOC,other
1475,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?
",LOC:other,LOC,other
1476,"What is the name of the firm that makes Spumante ?
",HUM:gr,HUM,gr
1477,"What sport is played on the largest field ?
",ENTY:sport,ENTY,sport
1478,"Who won the 1967 Academy Award for Best Actor ?
",HUM:ind,HUM,ind
1479,"What is after death ?
",ENTY:other,ENTY,other
1480,"Name the first private citizen to fly in space .
",HUM:ind,HUM,ind
1481,"What was football star Elroy Hirsch 's nickname ?
",HUM:ind,HUM,ind
1482,"What singer sings `` Oh Boy '' ?
",HUM:ind,HUM,ind
1483,"How much pizza do Americans eat in a day ?
",NUM:count,NUM,count
1484,"What is the website for the USA journal ?
",LOC:other,LOC,other
1485,"What army 's motto is Blood and Fire ?
",HUM:gr,HUM,gr
1486,"What kind of patent did Ermal Fraze get in 1963 ?
",ENTY:other,ENTY,other
1487,"What are you hearing when you put a seashell to your ear ?
",DESC:desc,DESC,desc
1488,"Why are haunted houses popular ?
",DESC:reason,DESC,reason
1489,"Which gender has bigger thighs ?
",ENTY:other,ENTY,other
1490,"What U.S. state has the second-longest coastline ?
",LOC:state,LOC,state
1491,"What state 's home to the Buffalo Bill Historical Center ?
",LOC:state,LOC,state
1492,"How fast do cheetahs run ?
",NUM:speed,NUM,speed
1493,"What is Ray Bradbury 's illustrated man illustrated with ?
",ENTY:other,ENTY,other
1494,"How fast is a 45Mhz processor ?
",NUM:speed,NUM,speed
1495,"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?
",ENTY:other,ENTY,other
1496,"What count did Alexandre Dumas write about ?
",HUM:ind,HUM,ind
1497,"What are the odds of giving birth to twins ?
",NUM:perc,NUM,perc
1498,"What is the largest natural lake in Pennsylvania ?
",LOC:other,LOC,other
1499,"How far is London UK from California ?
",NUM:dist,NUM,dist
1500,"Name the two mystical ravens Odin has at his command .
",ENTY:animal,ENTY,animal
1501,"What was the species of Winnie the Pooh ?
",ENTY:animal,ENTY,animal
1502,"What is the virus HIV ?
",DESC:def,DESC,def
1503,"How many years old is Benny Carter ?
",NUM:count,NUM,count
1504,"What Hermann Hesse book gave its name to a rock group ?
",ENTY:cremat,ENTY,cremat
1505,"Where does the Santa Fe Trail begin and end ?
",LOC:other,LOC,other
1506,"What book is the follow-up to Future Shock ?
",ENTY:cremat,ENTY,cremat
1507,"What African animals are known as The Big Five ?
",ENTY:animal,ENTY,animal
1508,"What is the alphabet for Latin ?
",ENTY:letter,ENTY,letter
1509,"What is the fear of frogs ?
",ENTY:dismed,ENTY,dismed
1510,"Which city in Canada is the least-populated ?
",LOC:city,LOC,city
1511,"How old is Stevie Wonder ?
",NUM:period,NUM,period
1512,"Who was the first Taiwanese President ?
",HUM:ind,HUM,ind
1513,"Who is Luke Skywalker 's father ?
",HUM:ind,HUM,ind
1514,"What does a dipsomaniac crave ?
",ENTY:other,ENTY,other
1515,"What is the definition of the term `` weapons system '' ?
",DESC:def,DESC,def
1516,"What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?
",DESC:desc,DESC,desc
1517,"What is Nero Wolfe 's favorite drink during office hours ?
",ENTY:food,ENTY,food
1518,"What is the first personal computer company ?
",HUM:gr,HUM,gr
1519,"What is the most efficient way to start a barbeque ?
",ENTY:techmeth,ENTY,techmeth
1520,"Who was Jane Goodall ?
",HUM:desc,HUM,desc
1521,"Why are there Braille things on the ATM machines that people drive through ?
",DESC:reason,DESC,reason
1522,"Where is the Isle of Man ?
",LOC:other,LOC,other
1523,"What book did Aaron Hass write ?
",ENTY:cremat,ENTY,cremat
1524,"What was the death toll at the eruption of Mount Pinatubo ?
",NUM:other,NUM,other
1525,"When will the millennium officially begin ?
",NUM:date,NUM,date
1526,"Who created the comic strip , `` Garfield '' ?
",HUM:ind,HUM,ind
1527,"Which Vietnamese terrorist is now a UN delegate in Doonesbury ?
",HUM:ind,HUM,ind
1528,"What is real time processing ?
",DESC:def,DESC,def
1529,"What do we call the imaginary line along the top of the Rocky Mountains ?
",LOC:other,LOC,other
1530,"What country 's capital is Lagos ?
",LOC:country,LOC,country
1531,"Where does Ray Bradbury 's Chronicles take place ?
",LOC:other,LOC,other
1532,"Who is the current prime minister and president of Russia ?
",HUM:ind,HUM,ind
1533,"Who established a Viking colony in Greenland about 985 ?
",HUM:ind,HUM,ind
1534,"What was the distinguishing mark on the `` Little Rascals '' dog ?
",ENTY:symbol,ENTY,symbol
1535,"What is the latitude and longitude of El Paso , Texas ?
",NUM:other,NUM,other
1536,"Where can I get information about cystic fibrosis ?
",LOC:other,LOC,other
1537,"Where did Honecker rule ?
",LOC:other,LOC,other
1538,"What is the theory of equivalence states ?
",DESC:def,DESC,def
1539,"What does a philatelist collect ?
",ENTY:other,ENTY,other
1540,"What is the life span of the average monkey ?
",NUM:period,NUM,period
1541,"How many member states are in the UN ?
",NUM:count,NUM,count
1542,"Who shot and killed himself while painting Wheatfield with Crows ?
",HUM:ind,HUM,ind
1543,"What will happen when sodium is put in water ?
",DESC:desc,DESC,desc
1544,"What 's the meaning of UOL ?
",DESC:def,DESC,def
1545,"What future President became Senate majority whip under Harry Truman ?
",HUM:ind,HUM,ind
1546,"Who was the architect of Central Park ?
",HUM:ind,HUM,ind
1547,"Which operating system runs on IBM-compatible machines ?
",ENTY:product,ENTY,product
1548,"What are the dimensions of an ice hockey goal ?
",NUM:dist,NUM,dist
1549,"When was CNN 's first broadcast ?
",NUM:date,NUM,date
1550,"What are the signs of a country going into a recession ?
",ENTY:symbol,ENTY,symbol
1551,"What is the circumorbital hematoma ?
",DESC:def,DESC,def
1552,"What African country is governed from Ouagadougou ?
",LOC:country,LOC,country
1553,"What was the Christian name of the title character in Our Miss Brooks ?
",HUM:ind,HUM,ind
1554,"What hard-of hearing artist painted Sunflowers ?
",HUM:ind,HUM,ind
1555,"Who were the Yankee 's frequent enemies ?
",HUM:gr,HUM,gr
1556,"Who wrote Sons and Lovers ?
",HUM:ind,HUM,ind
1557,"What is the English translation for the word `` caliente '' ?
",ENTY:termeq,ENTY,termeq
1558,"What handicraft requires you to interlace your warp and weft ?
",ENTY:techmeth,ENTY,techmeth
1559,"What French seaport claims to be The Home of Wines ?
",LOC:city,LOC,city
1560,"How long does it take sunlight to reach Earth ?
",NUM:period,NUM,period
1561,"How many milliseconds in a second ?
",NUM:count,NUM,count
1562,"What Cherokee Indian gave his name to a tree ?
",HUM:ind,HUM,ind
1563,"When were camcorders introduced in Malaysia ?
",NUM:date,NUM,date
1564,"What is the chance of conceiving quadruplets ?
",NUM:perc,NUM,perc
1565,"Who was the star of Leave It to Beaver ?
",HUM:ind,HUM,ind
1566,"What countries have the largest armed forces in the world ?
",LOC:country,LOC,country
1567,"What was William F. Cody 's better-known name ?
",HUM:ind,HUM,ind
1568,"How do I increase my biceps ' size ?
",DESC:manner,DESC,manner
1569,"Who did Richard Nixon tender his resignation to ?
",HUM:ind,HUM,ind
1570,"Who was Thucydides ?
",HUM:desc,HUM,desc
1571,"How is the element strontium purified ?
",DESC:manner,DESC,manner
1572,"Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?
",HUM:ind,HUM,ind
1573,"What are tonsils for ?
",DESC:reason,DESC,reason
1574,"What molecules include fluorine , sodium and magnesium ?
",ENTY:substance,ENTY,substance
1575,"What was the name of the ball game played by the mayans ?
",ENTY:sport,ENTY,sport
1576,"What was the sequel to The Moon 's Balloon ?
",ENTY:cremat,ENTY,cremat
1577,"What is the exchange rate for Australian to American money ?
",NUM:money,NUM,money
1578,"What is the origin of the word ` posh ' ?
",DESC:desc,DESC,desc
1579,"How can anyone tell if a female had sexual intercourse ?
",DESC:manner,DESC,manner
1580,"How many states did Richard Nixon carry in 1972 ?
",NUM:count,NUM,count
1581,"What basketball maneuver did Bert Loomis invent ?
",ENTY:techmeth,ENTY,techmeth
1582,"What is a good book to read for people who hate to read ?
",ENTY:cremat,ENTY,cremat
1583,"How many shillings more than 2 were there in a guinea ?
",NUM:count,NUM,count
1584,"What does a tarantula eat ?
",ENTY:food,ENTY,food
1585,"What are the three secondary colors ?
",ENTY:color,ENTY,color
1586,"What does the name `` Sabrina '' mean ?
",DESC:def,DESC,def
1587,"Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?
",HUM:ind,HUM,ind
1588,"What were the trials called which followed World War II ?
",ENTY:event,ENTY,event
1589,"What is hebephrenia ?
",DESC:def,DESC,def
1590,"What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?
",HUM:ind,HUM,ind
1591,"What famous events have happened on March 27 ?
",ENTY:event,ENTY,event
1592,"Which company claimed to be `` the world 's biggest toy store '' ?
",HUM:gr,HUM,gr
1593,"What brand number graces the black label of a bottle of Jack Daniel 's ?
",NUM:other,NUM,other
1594,"What do I call the sons and daughters of my first cousins ?
",ENTY:termeq,ENTY,termeq
1595,"What were the causes of the Civil War ?
",DESC:reason,DESC,reason
1596,"What are Maid-Rites ?
",DESC:def,DESC,def
1597,"What city is terrorized by Dracula in The Night Stalker ?
",LOC:city,LOC,city
1598,"How can you prevent it ?
",DESC:manner,DESC,manner
1599,"What do the names Andrew and Christina mean ?
",DESC:def,DESC,def
1600,"What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?
",ENTY:food,ENTY,food
1601,"Who is the fastest guitarist ?
",HUM:ind,HUM,ind
1602,"What do camels store in their humps ?
",ENTY:other,ENTY,other
1603,"What is the name of the second space shuttle ?
",ENTY:veh,ENTY,veh
1604,"What is the best hospital for orthopedics in the country ?
",LOC:other,LOC,other
1605,"What are perfect tenses ?
",DESC:def,DESC,def
1606,"What is commonly considered the fifth sense ?
",DESC:def,DESC,def
1607,"What was another name for East Germany ?
",ENTY:termeq,ENTY,termeq
1608,"What 's the second-biggest-selling magazine in America ?
",ENTY:cremat,ENTY,cremat
1609,"Who betrayed Norway to the Nazis ?
",HUM:ind,HUM,ind
1610,"Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?
",HUM:ind,HUM,ind
1611,"What is a bourdon tube ?
",DESC:def,DESC,def
1612,"What kind of a sports team is the Wisconsin Badgers ?
",ENTY:sport,ENTY,sport
1613,"Who were the Picts ?
",HUM:ind,HUM,ind
1614,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?
",DESC:desc,DESC,desc
1615,"What is film noir ?
",DESC:def,DESC,def
1616,"Who is stationed at Camp Swampy in the comic strips ?
",HUM:ind,HUM,ind
1617,"In what year did China and the Republic of Korea establish diplomatic relations ?
",NUM:date,NUM,date
1618,"What causes tuberculosis ?
",DESC:reason,DESC,reason
1619,"How tall is the giraffe ?
",NUM:dist,NUM,dist
1620,"What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?
",HUM:ind,HUM,ind
1621,"What animal was the heat-seeking missile called the Sidewinder named for ?
",ENTY:animal,ENTY,animal
1622,"How long did it take Stanley to find Livingstone ?
",NUM:period,NUM,period
1623,"How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?
",NUM:count,NUM,count
1624,"What lake is Sheboygan on ?
",LOC:other,LOC,other
1625,"What are a baseball team 's firemen ?
",DESC:def,DESC,def
1626,"What is a fear of color ?
",ENTY:dismed,ENTY,dismed
1627,"What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?
",ENTY:veh,ENTY,veh
1628,"What are the two largest birds on earth ?
",ENTY:animal,ENTY,animal
1629,"Name the four stories contained in Edith Wharton 's `` Old New York . ''
",ENTY:cremat,ENTY,cremat
1630,"What is the largest lake in North America ?
",LOC:other,LOC,other
1631,"How many people died because of a smoking problem in 1997 ?
",NUM:count,NUM,count
1632,"What is chronic constipation a symptom of ?
",ENTY:dismed,ENTY,dismed
1633,"Who wrote The Look of Love after viewing Ursula Andress ?
",HUM:ind,HUM,ind
1634,"What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?
",HUM:ind,HUM,ind
1635,"Who claims to have the greatest show on earth ?
",HUM:ind,HUM,ind
1636,"What is Head Start ?
",DESC:def,DESC,def
1637,"What Honeymooners actress did Television magazine name as 1953 's most promising star ?
",HUM:ind,HUM,ind
1638,"Why can 't women serve in the Navy on board submarines ?
",DESC:reason,DESC,reason
1639,"What did the Yalta Conference lead to ?
",ENTY:other,ENTY,other
1640,"What dog was dubbed The Mortgage Lifter ?
",ENTY:animal,ENTY,animal
1641,"What is saltpeter ?
",DESC:def,DESC,def
1642,"What 's the difference between J.D. and LL.M. ?
",DESC:desc,DESC,desc
1643,"What kind of organization is ` Last Chance for Animals ' ?
",HUM:gr,HUM,gr
1644,"What was the role of the Medieval Guild ?
",HUM:ind,HUM,ind
1645,"Silly putty was invented by whom ?
",HUM:ind,HUM,ind
1646,"What should the oven be set at for baking Peachy Oat Muffins ?
",ENTY:other,ENTY,other
1647,"How can someone become a federal agent ?
",DESC:manner,DESC,manner
1648,"Who invented the paper clip ?
",HUM:ind,HUM,ind
1649,"Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?
",HUM:ind,HUM,ind
1650,"How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?
",NUM:count,NUM,count
1651,"What city or state do the most gay men live in ?
",LOC:city,LOC,city
1652,"Shea and Gould had an office in Los Angeles for how long before closing it ?
",NUM:period,NUM,period
1653,"What word occurs 46 , 227 times in the Bible ?
",ENTY:word,ENTY,word
1654,"How can you be happy ?
",DESC:manner,DESC,manner
1655,"How would someone go about becoming an organ donor ?
",DESC:manner,DESC,manner
1656,"What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''
",NUM:date,NUM,date
1657,"What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?
",HUM:ind,HUM,ind
1658,"How many URL extensions are there ? and what are they ?
",NUM:count,NUM,count
1659,"How long after intercourse does it take to find out if you are pregnant ?
",NUM:period,NUM,period
1660,"What does U.S.S.R. stand for ?
",ABBR:exp,ABBR,exp
1661,"Who created the Fantastic Four , Hulk , and Thor ?
",HUM:ind,HUM,ind
1662,"What is a fear of gravity ?
",ENTY:dismed,ENTY,dismed
1663,"Who is the composer of `` Canon in D Major '' ?
",HUM:ind,HUM,ind
1664,"What did n't Rocky Marciano do in his pro boxing career ?
",DESC:desc,DESC,desc
1665,"Where are all European and American eels born ?
",LOC:other,LOC,other
1666,"Who was the author of the novel `` Far From the Madding Crowd '' ?
",HUM:ind,HUM,ind
1667,"What is the definition of ` graphic details ' ?
",DESC:def,DESC,def
1668,"What was `` America 's recessed-filter cigarette '' ?
",ENTY:product,ENTY,product
1669,"What kind of dog is Scooby Doo ?
",ENTY:animal,ENTY,animal
1670,"What is the function of the appendix ?
",DESC:reason,DESC,reason
1671,"What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?
",HUM:ind,HUM,ind
1672,"Which sex is twice as likely to contract leprosy ?
",ENTY:other,ENTY,other
1673,"What was the first town to be chartered in Vermont ?
",LOC:city,LOC,city
1674,"What state has the longest Great Lakes shoreline ?
",LOC:state,LOC,state
1675,"What U.S. state ends with a G ?
",LOC:state,LOC,state
